id,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12
189,0.83448666,0.302956737,0.682067573,0.751700051,0.856253511,0.428954931,0.082122484,0.068251991,0.080638878,0.032830803,0.169055707,0.072418536
190,0.001583581,0.30040674,0.904785523,0.721937161,0.558904318,0.385289153,0.066785061,0.074887601,0.087339307,0.118558596,0.030242771,0.056707575
191,0.85340104,0.293894596,0.671761935,0.698028763,0.469537293,0.39489401,0.048407061,0.110042793,0.053889105,0.089746284,0.086889276,0.065039145
192,0.873296684,0.343939561,0.448913787,0.708082551,0.168221575,0.341007937,0.098590033,0.082091978,0.081547851,0.075116878,0.127102494,0.075989209
193,0.783811341,0.331281009,0.992678891,0.66577286,0.669105619,0.367148887,0.08734259,0.069795786,0.081158291,0.080711247,0.112326346,0.058373889
194,0.363990209,0.363577587,0.015363923,0.723050842,0.513239191,0.388840528,0.036702185,0.092031851,0.087573042,0.115117928,0.063136962,0.040785019
195,0.022445972,0.356049508,0.402833866,0.694074682,0.474575582,0.383069543,0.112770423,0.081198202,0.066484872,0.065661606,0.099483525,0.076147905
196,0.847623593,0.380147489,0.329893187,0.695075974,0.227679394,0.412146431,0.018055107,0.057282921,0.106375795,0.065136313,0.047559864,0.110135421
197,0.485506839,0.3217109,0.88022826,0.733922011,0.624632453,0.426785767,0.066650522,0.072558366,0.099883132,0.140673425,0.081337863,0.031289674
198,0.356029948,0.313217682,0.057576977,0.712149022,0.49548999,0.38112234,0.065439673,0.015627539,0.087365277,0.084099385,0.077581683,0.073529412
199,0.132441752,0.301900164,0.259205926,0.729620543,0.007418224,0.376652853,0.074534496,0.052651536,0.052149072,0.073987498,0.075537879,0.05879708
200,0.352295134,0.38045227,0.860808793,0.692317312,0.765123586,0.412005183,0.101253902,0.051811928,0.018958577,0.077664548,0.040627503,0.045307871
201,0.935526897,0.348521428,0.335101089,0.722918018,0.532661143,0.411591529,0.139086212,0.078191864,0.057602909,0.084992383,0.067887425,0.031342573
202,0.561715068,0.259403597,0.077921848,0.645328115,0.84829041,0.406476337,0.080777096,0.133524728,0.037579535,0.098702527,0.029386583,0.102385738
203,0.946661248,0.390093494,0.648827134,0.703862821,0.168712382,0.364011166,0.123533527,0.053382807,0.058356058,0.094972947,0.080481675,0.024677317
204,0.423206536,0.321832812,0.34379428,0.730560531,0.502271146,0.427300313,0.042083737,0.088700504,0.113595637,0.076062405,0.039937029,0.102412188
205,0.486878607,0.362541333,0.433099791,0.69348208,0.389705956,0.408241936,0.103971585,0.084448296,0.069367615,0.083416505,0.081503577,0.084188532
206,0.32488981,0.313207523,0.65550727,0.65852882,0.001553376,0.402703,0.035814229,0.073560479,0.081184262,0.091295897,0.048139862,0.059775709
207,0.760130818,0.297714512,0.16734654,0.714366168,0.148479095,0.370952491,0.067592294,0.045447159,0.04295546,0.082155802,0.064020769,0.0601989
208,0.285428946,0.30760972,0.524188008,0.745212088,0.068654769,0.389294539,0.091620923,0.023563187,0.101337489,0.124783317,0.029800867,0.066626111
209,0.016032706,0.38421123,0.680565293,0.713691829,0.315724243,0.375462335,0.048460876,0.150912735,0.076847163,0.094368861,0.085563565,0.098444774
210,0.072940057,0.330072046,0.89167563,0.689926472,0.399151496,0.378337738,0.095011301,0.064189372,0.075081158,0.092083837,0.09586544,0.072180491
211,0.965765874,0.345453304,0.451908331,0.786786135,0.91767456,0.430084914,0.101738241,0.059828828,0.062926893,0.045122656,0.014030436,0.064906898
212,0.890478832,0.382341909,0.030696188,0.774627591,0.158525623,0.425030257,0.052819933,0.054493256,0.092715232,0.114356254,0.117242522,0.122328608
213,0.16726664,0.342212471,0.910023471,0.682222655,0.043943114,0.377591142,0.073296739,0.06318726,0.099311778,0.083968062,0.045902726,0.063293483
214,0.478407688,0.349029396,0.821358932,0.721569339,0.714069593,0.396427558,0.105828221,0.1011592,0.093364498,0.090875663,0.059767448,0.069403301
215,0.637022136,0.355490743,0.369122713,0.731561823,0.755417618,0.494534312,0.089656657,0.057824603,0.057992469,0.078321164,0.115336813,0.074190647
216,0.530594956,0.308808523,0.695507967,0.724041917,0.700016473,0.402279257,0.052443225,0.103678024,0.084482535,0.117849451,0.074433121,0.064272112
217,0.999259045,0.304246975,0.636207986,0.726953837,0.240049745,0.416545294,0.125282531,0.129678782,0.086248539,0.070047802,0.099842572,0.05742171
218,0.261648294,0.318967875,0.060758805,0.73709958,0.115444747,0.452815736,0.017570767,0.059693408,0.078431373,0.114986605,0.038003701,0.069271054
219,0.639705595,0.307304939,0.161477635,0.768497233,0.968988981,0.355052014,0.089037778,0.10319051,0.066147254,0.060277355,0.032314193,0.081226196
220,0.911656128,0.439955591,0.585521074,0.684715668,0.393462136,0.403732092,0.108868798,0.081739884,0.093000909,0.079686925,0.060706493,0.050756454
221,0.48650813,0.30353582,0.520852947,0.703208916,0.232467271,0.43001429,0.115111398,0.05760793,0.067653551,0.073330882,0.069931229,0.120873889
222,0.505552677,0.323824045,0.405467863,0.720823479,0.786218291,0.381616707,0.05298138,0.085856671,0.101519283,0.113358197,0.047421769,0.076491748
223,0.838852287,0.381722189,0.851735024,0.655432989,0.510855269,0.412035451,0.073754171,0.082850333,0.026593949,0.08927352,0.090673074,0.083447948
224,0.800733153,0.398027948,0.048897807,0.688986484,0.754506118,0.382686156,0.069879453,0.056145388,0.085807038,0.055812365,0.119120612,0.020286712
225,0.032968535,0.319394568,0.803982565,0.677114023,0.039805307,0.367027817,0.129184157,0.080656519,0.092377613,0.05618007,0.071919795,0.080829454
226,0.535311035,0.344051314,0.193436128,0.720251312,0.078233528,0.393340283,0.126170488,0.068793673,0.07515907,0.061249146,0.085370232,0.076597545
227,0.820458578,0.376632354,0.490516915,0.734238746,0.414056017,0.390797821,0.09899365,0.110015709,0.104895468,0.108105269,0.109481592,0.052845959
228,0.833305137,0.33658419,0.512129711,0.74826705,0.333353246,0.435976969,0.118663222,0.033259303,0.078197637,0.080474865,0.049852239,0.074878333
229,0.697920632,0.303932035,0.314690118,0.714907683,0.235842824,0.40072553,0.045178129,0.105248903,0.029528633,0.134028471,0.057171265,0.054538722
230,0.018949465,0.318368473,0.420420552,0.658099695,0.04513808,0.396548628,0.084705629,0.06811657,0.09422153,0.057414509,0.017344712,0.072312738
231,0.164352884,0.351091744,0.708748057,0.735822422,0.00381089,0.344428154,0.076821655,0.077785602,0.08669004,0.086515733,0.076670257,0.075301523
232,0.48947195,0.348054098,0.722679196,0.715009856,0.140135368,0.449102935,0.092777957,0.121959807,0,0.109681147,0.06266744,0.061362675
233,0.677644497,0.289414322,0.169409671,0.687331287,0.428089104,0.42056077,0.05537617,0.102025892,0.084950006,0.079476808,0.078852156,0.063981168
234,0.49102395,0.264249608,0.108437151,0.736036985,0.043926086,0.423970898,0.079270262,0.100617518,0.061654331,0.089536166,0.055016986,0.100640076
235,0.619559628,0.351792739,0.468042813,0.70920645,0.93616498,0.414537556,0.050075342,0.114295,0.082872354,0.084178179,0.102466374,0.087917901
236,0.473271067,0.34473199,0.112763717,0.741012792,0.487657104,0.354890587,0.088203638,0.113509561,0.054850019,0.101486579,0.0433894,0.064589505
237,0.091239644,0.341958487,0.3295727,0.702197407,0.210901791,0.385955036,0.08949521,0.065218569,0.066251136,0.071649945,0.112243489,0.110241219
238,0.564188256,0.311074059,0.289461836,0.726412322,0.986938512,0.451292277,0.067619201,0.093304805,0.035060382,0.080711247,0.059739829,0.09164727
239,0.971222907,0.312486209,0.145823882,0.761416669,0.307660978,0.423405907,0.01754386,0.09530903,0.100402545,0.106792037,0.089015936,0.096910707
240,0.535711551,0.399755038,0.310593902,0.64923111,0.010556187,0.437117042,0.065385857,0.079979416,0.057291261,0.110652939,0.090479741,0.064034067
241,0.298005157,0.309783821,0.825254843,0.755092182,0.248834197,0.404821719,0.051124744,0.058907968,0.069783145,0.111545937,0.107161599,0.057104317
242,0.953680296,0.269451196,0.433730749,0.689293002,0.165366878,0.401875691,0.082606824,0.03074048,0.061316712,0.056731628,0.062446488,0.106696995
243,0.181595109,0.286965918,0.034527001,0.681108974,0.962127693,0.465154749,0.100419761,0.076566817,0.097519803,0.055523454,0.08918165,0.026026238
244,0.849846458,0.317911302,0.772104193,0.650211967,0.639366693,0.404862075,0.078732106,0.071312497,0.067861317,0.058360036,0.111221587,0.087732755
245,0.34473539,0.337661082,0.319046728,0.747807273,0.801703767,0.369237338,0.080804004,0.099669574,0.087131541,0.09000893,0.095506394,0.059617012
246,0.889557644,0.371156463,0.134897302,0.671218662,0.262937399,0.407808103,0.092078355,0.037186501,0.064121543,0.06245732,0.010246637,0.086516081
247,0.209511091,0.321111498,0.585270694,0.690151252,0.87158874,0.438176401,0.065762566,0.085477493,0.094481236,0.126543048,0.08730356,0.081834532
248,0.774869816,0.320674646,0.41600385,0.712547495,0.821536395,0.429953755,0.039608223,0.08867342,0.049240358,0.030335662,0.011544729,0.083500846
249,0.537383706,0.325825437,0.390775569,0.72306106,0.002354093,0.413589178,0.102141858,0.092763122,0.021997143,0.086463203,0.028778965,0.058373889
250,0.378468871,0.362165437,0.654025021,0.715929409,0.119150845,0.357170732,0.064228824,0.016819241,0.068250877,0.098019646,0.059518878,0.085722598
251,0.017407478,0.312486209,0.530727931,0.723551488,0.520931847,0.389587124,0.069018405,0.116299225,0.047422413,0.051531229,0.065236004,0.05927317
252,0.311883045,0.347200713,0.560192641,0.72626928,0.559545373,0.406062683,0.082068669,0.095850712,0.061472536,0.087828965,0.11033778,0.078475455
253,0.00550073,0.320827036,0.012477543,0.669144558,0.313761013,0.400271519,0.044101819,0.09498402,0.083261914,0.08706729,0.063413152,0.042530681
254,0.479899611,0.305140998,0.604369675,0.684889361,0.32552036,0.372808892,0.06955656,0.093467309,0.038072978,0.051321112,0.086419753,0.101169065
255,0.887114495,0.373675983,0.273938281,0.673262115,0.965252835,0.403005675,0.080696373,0.101105032,0.064614985,0.151179282,0.06802552,0.021820779
256,0.607954669,0.32060353,0.596257365,0.72683123,0.563922574,0.374312173,0.10006996,0.102811332,0.094325412,0.106345538,0.020272323,0.090430597
257,0.324809707,0.271828484,0.44119207,0.754172628,0.158786052,0.406435981,0.07725218,0.0605601,0.125749903,0.0852025,0.063523628,0.048825645
258,0.782259341,0.306857928,0.496916626,0.681732227,0,0.403247814,0.114357981,0.02995504,0.047162706,0.057493303,0.04283702,0.093287135
259,0.389763429,0.281073494,0.112623504,0.754959358,0.978925328,0.368581544,0.065305134,0.086073344,0.080768731,0.149209434,0.059739829,0.081808083
260,0.233051434,0.364745913,0.42947429,0.679474211,0.913327408,0.352882849,0.09490367,0.048263908,0.060381769,0.073435941,0.069931229,0.084770419
261,0.524346902,0.370699293,0.195489243,0.700644382,0.782842737,0.393088054,0.082310838,0.093873571,0.061082976,0.057335715,0.069157898,0.053480745
262,0.054495282,0.368149295,0.946999578,0.707888423,0.536307142,0.318186312,0.084490367,0.007583555,0.089027399,0.03343489,0.053359848,0.094953449
263,0.96771839,0.36008277,0.270573175,0.686718252,0.352094078,0.415960125,0.037267248,0.129543362,0.03856642,0.112228818,0.032479907,0.02084215
264,0.599884267,0.341054305,0.938056007,0.692838393,0.779437134,0.416535205,0.115165214,0.062699745,0.045942085,0.122944792,0.073438838,0.078131612
265,0.898148718,0.334613276,0.585110451,0.698805275,0.773026588,0.326156729,0.101119363,0.083067006,0.054694196,0.116798865,0.082276908,0.057024968
266,0.711357952,0.390042698,0.156840598,0.682140917,0.206133947,0.420641483,0.080454203,0.059124641,0.068276847,0.05255555,0.044356064,0.043377063
267,0.419231413,0.329675831,0.838885527,0.711280554,0.062229198,0.440506991,0.060461737,0.077948107,0.097052331,0.070862006,0.027259922,0.113838341
268,1,0.365121809,0.133715509,0.80995889,0.053736226,0.41566754,0.084194382,0.090488056,0.08113232,0.134422441,0.010964731,0.054591621
269,0.762323645,0.314538398,0.968141658,0.729559239,0.552223327,0.354416398,0.056506296,0.072991712,0.094481236,0.055024426,0.059795067,0.044091198
270,0.373131992,0.260673516,0.026620003,0.680209854,0.029733737,0.40760632,0.042541169,0.069579113,0.086378392,0.087119819,0.032038004,0.068213077
271,0.810425646,0.380066215,0.172384184,0.684358064,0.675706479,0.409977267,0.111317404,0.072747955,0.072665888,0.077953459,0.04714558,0.097254549
272,0.999098838,0.348236966,0.445228195,0.751955482,0.78997447,0.398848951,0.10211495,0.053301555,0.044669523,0.050900877,0.121357749,0.055358654
273,0.872225304,0.350969832,0.038735387,0.685063055,0.405031169,0.399262605,0.020100097,0.064920644,0.069315673,0.04774912,0.101637805,0.136822895
274,0.516456732,0.356161261,0.301209663,0.690651898,0.400433605,0.369489566,0.069583468,0.111694924,0.068874172,0.022430005,0.094291159,0.065092044
275,0.700023342,0.335324431,0.687565916,0.694861411,0.397879403,0.469684771,0.044882144,0.085504577,0.101311518,0.076193728,0.110227304,0.043324164
276,0.795836842,0.303952353,0.44653017,0.705129761,0.04042132,0.336356845,0.049671725,0.076973078,0.042565901,0.098045911,0.059353164,0.062447101
277,0.884421023,0.305933427,0.623038002,0.70681561,0.053792318,0.384532467,0.094419331,0.068251991,0.051318011,0.117245364,0.098627337,0.05972281
278,0.148482428,0.318297358,0.867589081,0.735005041,0.471811034,0.360126849,0.078651383,0.065408158,0.081314115,0.119556653,0.121357749,0.047027084
279,0.993111121,0.331534993,0.490697189,0.717359826,0.119721784,0.316662853,0.040469271,0.045880505,0.097182184,0.09628618,0.041014169,0.081596488
280,0.508997117,0.321467075,0.914930917,0.663187893,0.095806439,0.441556261,0.067000323,0.124153621,0.100506428,0.118453538,0.063661723,0.063028989
281,0.061083775,0.335974629,0.775839862,0.69057016,0.515382717,0.379810752,0.057017544,0.091192243,0.076249838,0.106713243,0.056259839,0.064377909
282,0.213265931,0.395152852,0.700024821,0.71816699,0.081878525,0.412903116,0.077951781,0.109744868,0.021295936,0.113016757,0.054133179,0.039674143
283,0.960318853,0.317413494,0.09235575,0.768578971,0.718406728,0.414164258,0.047841998,0.101673799,0.095286326,0.099779377,0.117435855,0.071228311
284,0.262619546,0.31528003,0.315150817,0.69998026,0.558433544,0.367673522,0.04625444,0.094713179,0.089572783,0.134133529,0.046924628,0.055728946
285,0.30762756,0.305323866,0.60060396,0.7177583,0.725097736,0.356020571,0.029033473,0.061887222,0.054018959,0.089798813,0.06935123,0.073397165
286,0.289414083,0.307233824,0.52507936,0.671371921,0.647449992,0.401815157,0.118367237,0.084773306,0.018153487,0.072490413,0.124727263,0.075327973
287,0.144417188,0.360611057,0.101787061,0.710269045,0.592699918,0.429963845,0.092535787,0.063566437,0.07593819,0.012055471,0.067915044,0.054459374
288,0.96468448,0.298923474,0.784012262,0.684306977,0.44286341,0.408948175,0.098159509,0.080602351,0.050201273,0.082392184,0.026293258,0.082813161
289,0.630333515,0.400242687,0.904344854,0.70950275,0.986628001,0.373081299,0.077036917,0.063485185,0.031762109,0.141618953,0.007401884,0.08704507
290,0.394669754,0.267957771,0.221678983,0.759546909,0.721612002,0.424273572,0.144171779,0.03875738,0.082171147,0.142223039,0.098102577,0.014573635
291,0.480380231,0.371491722,0.774027111,0.720506744,0.729304657,0.311729266,0.045689377,0.046340935,0.106038177,0.093134422,0.0433894,0.104713288
292,0.854592576,0.411875144,0.006930526,0.697538334,0.974798539,0.502696422,0.102814552,0.022588159,0.038047007,0.129484688,0.052420803,0.106088658
293,0.045577788,0.917150489,0.804463295,0.183037789,0.37973956,0.799982889,0.071224841,0.045501327,0.084716271,0.057046804,0.034496092,0.064430808
294,0.95255885,0.916439334,0.125923685,0.211094396,0.011507752,0.79425226,0.073108384,0.078950219,0.056745877,0.111493408,0.023669456,0.040361828
295,0.957355032,0.918308655,0.69183239,0.192447889,0.337129459,0.799559145,0.096114519,0.115378365,0.084144916,0.093239481,0.114149198,0.073212019
296,0.528832684,0.922087934,0.933158575,0.19479786,0.581351247,0.802616153,0.055053277,0.049293104,0.082638618,0.105688922,0.058303643,0.048878544
297,0.807021258,0.926761235,0.090170434,0.217776486,0.088249005,0.796956148,0.087638575,0.102811332,0.069419556,0.107028418,0.105476841,0.099714346
298,0.998648258,0.91744511,0.32598726,0.200458224,0.345373021,0.807166353,0.042083737,0.055549537,0.128710557,0.110889321,0.077471207,0.077205882
299,0.873376788,0.897725809,0.206916583,0.19132399,0.465190142,0.811948604,0.077413626,0.119115974,0.068952084,0.087329936,0.081448339,0.040335379
300,0.782950232,0.905203092,0.907719975,0.194133737,0.130219054,0.804997189,0.069260575,0.109690699,0.078379431,0.122524557,0.067721711,0.050412611
301,0.935506871,0.912568621,0.693655155,0.22433597,0.841348991,0.809527211,0.040765257,0.090813065,0.052642514,0.091978778,0.051647471,0.067842785
302,0.582111358,0.915982163,0.661746738,0.194613949,0.420095953,0.791265876,0.129856851,0.058907968,0.043500844,0.064479697,0.076283592,0.091594372
303,0.870753406,0.890695538,0.322141424,0.224662922,0.884600146,0.795816076,0.053250457,0.120497265,0.063420335,0.050191732,0.070621703,0.049619128
304,0.15851536,0.916297103,0.453050064,0.193530919,0.078562069,0.804482643,0.084893983,0.099967499,0.043241138,0.076088669,0.057088408,0.096381718
305,0.182526309,0.90992719,0.180266144,0.19931389,0.283391049,0.782609398,0.05995049,0.074887601,0.084144916,0.117087776,0.076476924,0.078951545
306,0.159256315,0.915829773,0.579471895,0.190363567,0.064844501,0.780218272,0.073807986,0.021586046,0.044487729,0.1293271,0.007180932,0
307,0.349481508,0.89206705,0.542796244,0.20756944,0.875254772,0.80299954,0.079593155,0.087508802,0.113154136,0.104743394,0.070207418,0.031686416
308,0.377647813,0.926141515,0.313197853,0.222210779,0.604769775,0.800961535,0.07544936,0.061535128,0.065731723,0.069890214,0.017206618,0.075063479
309,0.667090893,0.909937349,0.399789246,0.204177308,0.551051399,0.798943708,0.058282209,0.021423542,0.050253214,0.101539108,0.05302842,0.067155099
310,0.021175334,0.913086748,0.787908174,0.186899915,0.260252983,0.779844974,0.133623937,0.099804994,0.045526555,0.113279403,0.064214102,0.09862992
311,0.30394281,0.91854232,0.274949816,0.20290015,0.999158616,0.799871908,0.058497471,0.085531661,0.075990131,0.105636392,0.070925512,0.074904782
312,0.791170828,0.911857467,0.968962905,0.194470907,0.723264721,0.811353345,0.051555269,0.099263312,0.064381249,0.09187372,0.052696992,0.075275074
313,0.110703733,0.91054691,0.637760341,0.199058459,0.595504532,0.804321217,0.068076633,0.080060668,0.104869497,0.079844513,0.034192283,0.051602835
314,0.507495181,0.906696516,0.342592456,0.195850238,0.817038996,0.802848203,0.074642127,0.107848979,0.112842488,0.083626622,0.077084542,0.082204824
315,0.253668008,0.910150696,0.44346552,0.201316474,0.69820349,0.796421424,0.064255731,0.092708954,0.049500065,0.053921311,0.071919795,0.106379602
316,0.145518608,0.914356667,0.82661691,0.205525987,0.018682556,0.788824305,0.049940803,0.079275229,0.055499286,0.051294847,0.094346397,0.067975032
317,0.932743309,0.895795532,0.653814702,0.198486292,0.565455095,0.811010314,0.066758153,0.037809436,0.088066485,0.133082944,0.091612119,0.042292636
318,0.869451728,0.896902901,0.970004485,0.193459398,0.808975731,0.806944392,0.075879884,0.103813445,0.076249838,0.03382886,0.055735079,0.042795176
319,0.835367796,0.899930388,0.796631411,0.195502851,0.30253254,0.795957324,0.034199763,0.110557391,0.039293598,0.1293271,0.042698926,0.071043165
320,0.600795441,0.894241151,0.156590218,0.192652234,0.614515809,0.808477941,0.094957486,0.059341314,0.125671991,0.081157745,0.078575966,0.056813373
321,0.071442126,0.914458261,0.939598347,0.201193867,0.480194827,0.809406141,0.055349263,0.053464059,0.081417998,0.075668435,0.132598669,0.073212019
322,0.591473426,0.918786144,0.666483926,0.215406081,0.011783205,0.797571585,0.057528791,0.11987433,0.098428775,0.068944687,0.011599967,0.068186627
323,0.053882492,0.892188962,0.493321171,0.194000913,0.440569636,0.795906878,0.100285222,0.072287525,0.043552785,0.125177286,0.109785401,0.049566229
324,0.193750777,0.897278797,0.894029201,0.205270555,0.122656612,0.807973484,0.058255301,0.094442338,0.06799117,0.095734622,0.069019803,0.057792002
325,0.860790565,0.929280754,0.679734032,0.19378635,0.644435032,0.807458938,0.070901948,0.051649423,0.078535255,0.056442717,0.054851272,0.054194879
326,0.1077299,0.922860044,0.498909651,0.184243426,0.438967,0.801869557,0.054165321,0.104246791,0.104012466,0.06505752,0.056315077,0.075804063
327,0.754894068,0.900732977,0.61584709,0.217939963,0.615156864,0.799115223,0.048137983,0.096013217,0.024983768,0.073698587,0.101582567,0.049143039
328,0.210632537,0.885422834,0.52735281,0.19976345,0.087818297,0.806651807,0.079754601,0.086885868,0.057784703,0.081472921,0.044107493,0.089531316
329,0.530054259,0.906899703,0.15744151,0.207385529,0.28424245,0.810172916,0.075126466,0.054276583,0.087702896,0.071544886,0.075095976,0.109447736
330,0.195573126,0.90678795,0.370594947,0.20312493,0.287497806,0.792789335,0.088122915,0.081116949,0.095468121,0.069548773,0.011130444,0.037637537
331,0.583913681,0.907214643,0.384556132,0.17085881,0.421648508,0.805461289,0.075126466,0.093006879,0.056252435,0.084834795,0.043223686,0.057765552
332,0.507735491,0.925877372,0.625722074,0.201919293,0.749688192,0.790256962,0.085755032,0.083364931,0.076094014,0.119057625,0.050238904,0.076280152
333,0.306516127,0.916205669,0.941721569,0.183589521,0.47381433,0.810273807,0.063502314,0.12526407,0.048487209,0.097599412,0.097964482,0.065806179
334,0.756676366,0.914407464,0.574584479,0.203850355,0.397649024,0.79541251,0.077521257,0.143816695,0.037397741,0.041366812,0.04231226,0.039409649
335,0.097935275,0.90899253,0.308260361,0.192877014,1,0.81829467,0.052712302,0.064406045,0.045942085,0.13922887,0.068771232,0.099873043
336,0.48447551,0.895226608,0.430816326,0.205760984,0.913808199,0.783134033,0.079324077,0.071366665,0.047214647,0.096181121,0.096914961,0.056707575
337,0.050861599,0.90710289,0.550237535,0.209020291,0.562760663,0.824065655,0.079485524,0.092383945,0.038514479,0.132767768,0.072389317,0.026713923
338,0.650119017,0.905680581,0.733165107,0.1863584,0.668244202,0.804946743,0.094769131,0.121986891,0.09783145,0.087041025,0.090562598,0.074005501
339,0.402850298,0.89316426,0.506971884,0.189219233,0.609687866,0.788259313,0.055456894,0.049861871,0.09183223,0.090271576,0.010053305,0.08611934
340,0.913338297,0.907905479,0.127946755,0.202205376,0.349009003,0.795775719,0.069529652,0.09715075,0.072458122,0.071387298,0.038721794,0.081596488
341,0.27768897,0.907712451,0.074765058,0.196718705,0.267454831,0.789399386,0.068910774,0.116353394,0.108972861,0.118900037,0.09586544,0.055279306
342,0.019939742,0.914255074,0.089825911,0.200427572,0.060918041,0.808346782,0.064901518,0.138968637,0.060251915,0.072464149,0.056397934,0.100375582
343,0.92647523,0.902968034,0.609457395,0.209142898,0.055761558,0.804381752,0.07808632,0.077514761,0.04890274,0.130561538,0.150274809,0.077655523
344,0.687347003,0.922128571,0.201768772,0.186971435,0.485804055,0.804280861,0.104698095,0.027625806,0.057109466,0.100908757,0.07070456,0.072709479
345,0.993892127,0.903618233,0.160706464,0.189444013,0.602315738,0.80079002,0.065547304,0.060939277,0.065446046,0.123942848,0.092219737,0.132167795
346,0.59755126,0.903100106,0.97891801,0.202062334,0.556760792,0.791195252,0.084759445,0.101727967,0.06918582,0.105951568,0.079321678,0.090880237
347,0.721430936,0.907864842,0.88254177,0.207375312,0.513709965,0.78947001,0.088607254,0.086235849,0.051369952,0.122235646,0.039246555,0.023725138
348,0.391095146,0.931566609,0.60085434,0.189535969,0.192962278,0.779501944,0.079377893,0.074968853,0.096273211,0.126700636,0.094954014,0.063319932
349,0.806350393,0.924983349,0.168688576,0.207630743,0.212264033,0.807156264,0.048272522,0.063268512,0.060407739,0.048720912,0.073466457,0.074005501
350,0.618167834,0.911573005,0.164141677,0.186470789,0.612272118,0.79880246,0.072166613,0.082606576,0.059784444,0.09883385,0.087054989,0.040679221
351,0.378659116,0.895429795,0.641926663,0.203523403,0.133634673,0.818859661,0.072812399,0.065543578,0.076405662,0.084703472,0.073825503,0.050650656
352,0.019067617,0.918826782,0.759364863,0.204024049,0.50277197,0.793213079,0.079216446,0.050241049,0.070354499,0.082812418,0.092054023,0.077126534
353,0.594857788,0.911481571,0.491728754,0.179737612,0.138552764,0.803251769,0.10391777,0.072612535,0.093624205,0.090560487,0.050211285,0.050174566
354,0.71820678,0.890756494,0.7668362,0.211196568,0.864767518,0.799347273,0.083440964,0.101836304,0.060563563,0.068419394,0.083878808,0.055358654
355,0.868520528,0.911938742,0.861830343,0.193408312,0.28905036,0.80965837,0.092320525,0.116299225,0.082742501,0.086699585,0.045902726,0.09537664
356,0.588509605,0.912375594,0.980971126,0.193868089,0.881244626,0.800446989,0.10187278,0.070960403,0.096974419,0.084020591,0.054298892,0.056099238
357,0.759269708,0.917252082,0.064577599,0.184335381,0.596636394,0.804159791,0.097325369,0.087508802,0.124633165,0.043704365,0.128787251,0.120450698
358,0.132792204,0.921336142,0.904445006,0.18818729,0.934522277,0.804785317,0.08013131,0.067222794,0.029191014,0.103640279,0.086557848,0.081384892
359,0.280742906,0.902683572,0.293868523,0.203206668,0.97636111,0.807378225,0.080588742,0.080439846,0.074068303,0.11133582,0.134228188,0.078554803
360,0.413213656,0.937205049,0.692914031,0.203380361,0.159978013,0.793616644,0.054219137,0.10950111,0.076457603,0.08740873,0.031237054,0.037373043
361,0.585235385,0.930662426,0.857654006,0.196238494,0.274696746,0.802041072,0.039796577,0.091408916,0.096792624,0.083994327,0.045847488,0.104104951
362,0.325190197,0.894281789,0.643138502,0.20245059,0.010298763,0.793969764,0.118340329,0.088863009,0.098039216,0.083337711,0.086115944,0.045598815
363,0.579798377,0.912253681,0.645902696,0.204024049,0.964471549,0.785777386,0.059035626,0.067601972,0.045630438,0.078531281,0.072223603,0.044117647
364,0.14897306,0.895866648,0.066140972,0.206854231,0.09175277,0.80930525,0.07364654,0.067954065,0.167926243,0.117350423,0.06534648,0.052607914
365,0.117993128,0.910028783,0.867669203,0.183885822,0.39931176,0.806843501,0.032962006,0.112155355,0.0095572,0.096837737,0.057419836,0.033987516
366,0.257563028,0.908728386,0.216701431,0.214895218,0.001315484,0.800184672,0.102168765,0.070093711,0.049266329,0.108709355,0.097964482,0.045572366
367,0.691732656,0.912406072,0.733095001,0.203390579,0.641500203,0.816498804,0.544263266,0.849195602,0.862771069,0.732048117,0.82403955,0.798428904
368,0.070566998,0.893062667,0.130821117,0.226185295,0.482949359,0.818839483,0.592428156,0.803694274,0.811972471,0.966827756,0.767641616,0.567631189
369,0.318631744,0.899330986,0.096494029,0.209847889,0.216290657,0.793384594,0.89296093,0.705405991,0.664952604,0.724641488,0.714806529,0.857516928
370,0.474042061,0.915433558,0.791062961,0.20420796,0.819412902,0.826941059,0.781159186,0.860868859,0.74473445,0.668067448,0.834534758,0.677872408
371,0.623034106,0.920015426,0.828760162,0.193592222,0.619774461,0.794343062,0.858761167,0.642489573,0.794701987,0.472290802,0.561106968,0.684458316
372,0.525177973,0.916733955,0.482254378,0.201387995,0.844193671,0.795230906,0.708104617,0.657331672,0.804726659,0.74066292,0.749578811,0.744604317
373,0.992760669,0.913046111,0.715969014,0.191518118,0.167740784,0.812099941,0.829673878,0.729808786,0.684248799,0.761727163,0.72949982,0.752830089
374,0.660662608,0.892869639,0.357645297,0.204585999,0.021019401,0.79553358,0.762996448,0.762526407,0.761095962,0.693071387,0.800950093,0.490584003
375,0.632346109,0.927208247,0.840888566,0.185040372,0.845285467,0.802747312,0.700920245,0.844103786,0.565978444,0.726243631,0.832380479,0.69583157
376,0.51517508,0.914285552,0.6674554,0.196422405,0.306368852,0.810082113,0.623479712,0.712122854,0.695182444,0.758207701,0.790703455,0.654332416
