C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
0.002252844,0.441622398,0.000826669,0.500710851,0.001746383,0.011594019,0.000142682,0.015833802,0.010143718,0.005199607,0.003452094,0.006474932
0.003000301,0.443661636,0.001103547,0.479105142,0.002298912,0.01531181,0.000190436,0.02117091,0.013644012,0.00708087,0.004635889,0.008796536
0.002919807,0.399822236,0.001031457,0.528938214,0.002258228,0.014731182,0.000181368,0.019197571,0.012283459,0.006403532,0.004287667,0.00794528
0.002509173,0.255775946,0.000857391,0.675684843,0.001908598,0.014577402,0.000146306,0.019647087,0.011901686,0.005826109,0.003809007,0.007356451
0.001127498,0.379759489,0.000406479,0.589349991,0.00093682,0.006075142,6.93E-05,0.008670795,0.005482593,0.002815902,0.001751981,0.003553996
0.002750817,0.275772576,0.000943529,0.643582326,0.002183657,0.016666411,0.000157334,0.023882181,0.014260969,0.006799079,0.004292332,0.008708789
0.001663015,0.549516808,0.000618131,0.408044884,0.001350675,0.008277822,0.000107322,0.01161006,0.007481732,0.00390482,0.002564157,0.004860575
0.002407641,0.419912592,0.000863115,0.514875232,0.002030091,0.012866643,0.000146784,0.018312263,0.011554396,0.005879398,0.003716906,0.007434939
0.006066686,0.295455367,0.002043317,0.51662062,0.004691593,0.039629633,0.000333837,0.058115766,0.033239847,0.01490231,0.009621754,0.01927927
0.007781003,0.30139715,0.002371261,0.523662149,0.005010384,0.043040487,0.000414416,0.044984067,0.028596243,0.014613526,0.010014989,0.018114325
0.00797179,0.288407136,0.002411834,0.525612582,0.005111666,0.046086513,0.000417686,0.048790737,0.030460233,0.015291132,0.010398108,0.019040583
0.007007735,0.252901832,0.002132344,0.555361654,0.004761119,0.047865335,0.000355853,0.054427404,0.031815928,0.014753109,0.009803978,0.018813709
0.004636621,0.284855826,0.001462044,0.600044075,0.003255338,0.026754615,0.000251494,0.031373764,0.0193502,0.009597233,0.006360718,0.012058073
0.003408245,0.256977699,0.001108692,0.65614251,0.002424334,0.019989341,0.000190184,0.02383815,0.014711882,0.007258577,0.004825596,0.00912479
0.002008948,0.201822631,0.000679493,0.743682921,0.001474244,0.012004824,0.000114957,0.015487259,0.009410186,0.004555833,0.002998996,0.005759709
0.003772064,0.229541047,0.0012461,0.659834222,0.002761477,0.025416086,0.000205895,0.032404565,0.019076854,0.008772795,0.005716266,0.011252629
0.002583028,0.213525607,0.000851057,0.716916669,0.001837093,0.015828389,0.000143126,0.019800361,0.011909239,0.00566093,0.0037716,0.007172901
0.007744909,0.296967685,0.002398585,0.519612141,0.004974026,0.045503083,0.000411432,0.047729129,0.030346177,0.015165297,0.010237414,0.018910121
0.003545334,0.44396323,0.001275537,0.470556782,0.002641007,0.017646579,0.000221333,0.022428946,0.014862563,0.007908211,0.005170841,0.009779637
0.008857511,0.413256854,0.003218506,0.401438313,0.006372431,0.037893838,0.000585601,0.045956658,0.031355654,0.017545189,0.012314241,0.021205203
0.003534975,0.44534696,0.001289665,0.469279193,0.002644963,0.017329162,0.000225092,0.02257954,0.014851954,0.007916013,0.005243161,0.009759323
0.002156385,0.327668105,0.000767824,0.616516696,0.001624757,0.011590752,0.000131464,0.015363182,0.009748643,0.004969579,0.003253176,0.006209436
0.002031591,0.254569892,0.000714616,0.690252209,0.001511949,0.011696571,0.00012087,0.01563374,0.009660007,0.004738454,0.003102869,0.005967231
0.003151042,0.394693092,0.001146043,0.525527627,0.00235046,0.016414525,0.000197343,0.021645224,0.01396641,0.007197155,0.004769835,0.008941244
0.006194742,0.479158355,0.002359542,0.382673092,0.004742061,0.027007429,0.000423018,0.034695173,0.023885871,0.01346326,0.009052321,0.016345135
0.002865743,0.258224553,0.001006015,0.657849756,0.002241992,0.017669362,0.000168162,0.024570928,0.014810479,0.007070909,0.004515004,0.009007097
0.018611352,0.170520634,0.005059016,0.241548578,0.012220239,0.18201726,0.000795503,0.156950839,0.093774527,0.040124746,0.025791165,0.05258614
0.004646101,0.262327855,0.00155081,0.604563113,0.003259159,0.030644144,0.000256756,0.038459206,0.023040632,0.010657465,0.007026721,0.013568039
0.00723194,0.326048921,0.002639895,0.425243796,0.006252369,0.045739936,0.00042483,0.079856803,0.046207635,0.020663615,0.01272414,0.02696612
0.004773112,0.304305012,0.001630101,0.550782543,0.003718504,0.029953668,0.000268577,0.043145922,0.025851943,0.012300393,0.007480997,0.015789227
0.001957668,0.571855185,0.000738011,0.376404299,0.0016009,0.009815551,0.000126963,0.014141897,0.009251671,0.004912992,0.003075065,0.006119798
0.002779538,0.318008156,0.001014034,0.597946724,0.002262014,0.016300347,0.00016855,0.02502753,0.015156626,0.007358102,0.004599959,0.009378418
0.008014183,0.272827506,0.002672747,0.463647782,0.006318406,0.055625114,0.000433694,0.082817102,0.046620722,0.020838766,0.013050619,0.027133359
0.002236863,0.460885122,0.000842053,0.479764724,0.001802565,0.011464941,0.000144687,0.016441899,0.01054493,0.005487041,0.003544956,0.00684022
0.003372902,0.413720458,0.001250571,0.487381403,0.002895345,0.01863235,0.000208801,0.029106595,0.017895176,0.008796263,0.005542403,0.011197734
0.00226127,0.343047913,0.000842647,0.588987406,0.001911893,0.012981815,0.00014017,0.020445945,0.012267254,0.005860106,0.003773921,0.00747966
0.004221832,0.390338474,0.00151187,0.493030813,0.003600467,0.022799574,0.000256004,0.032571153,0.020727922,0.010744516,0.00658837,0.013609005
0.002072626,0.441615514,0.000768825,0.504181334,0.001673211,0.010694135,0.000132163,0.014967295,0.00956985,0.004930139,0.003231259,0.006163649
0.00217409,0.292912934,0.000763764,0.646767119,0.001630326,0.012404296,0.00012807,0.017332324,0.010667377,0.005238697,0.003362709,0.006618294
0.003386895,0.255856474,0.00113267,0.650180034,0.002505887,0.020862894,0.000190028,0.027296667,0.016227629,0.007618545,0.005055712,0.009686563
0.004579172,0.424640378,0.001609399,0.469156207,0.003371504,0.022039925,0.00028447,0.028038722,0.018233942,0.009629292,0.006557984,0.011859007
0.004167166,0.37980331,0.001394029,0.522911683,0.003196913,0.020957781,0.000245991,0.025349687,0.016483392,0.008816286,0.005734047,0.010939713
0.002962508,0.467865489,0.001045225,0.463661662,0.002279206,0.014244033,0.00018507,0.017805704,0.011723297,0.006282345,0.00419369,0.007751771
0.002334626,0.289675573,0.00079178,0.650111425,0.001792161,0.013056409,0.000135132,0.016615816,0.010386386,0.005182464,0.003387186,0.006531042
0.005065884,0.298302281,0.001625075,0.571245449,0.003766994,0.02998429,0.000275852,0.035480237,0.022157253,0.01104068,0.007083928,0.013972078
0.00242803,0.470056471,0.000877389,0.467731579,0.00201626,0.012396766,0.00015086,0.016997363,0.010921857,0.005662099,0.003660566,0.007100758
0.002235565,0.443634626,0.000797006,0.498893082,0.001827442,0.011674198,0.000136154,0.015523231,0.010085847,0.00526286,0.003317927,0.006612063
0.015131201,0.238486305,0.00426527,0.3672823,0.009574806,0.113241278,0.000704009,0.104634996,0.062785719,0.02815827,0.019767871,0.035967975
0.003533291,0.335451795,0.00122401,0.568411026,0.002703991,0.020506563,0.000205162,0.026992213,0.016900494,0.008265099,0.005326693,0.010479665
0.001929508,0.507483977,0.000738604,0.439439758,0.001618584,0.010076976,0.000125859,0.014771906,0.009544156,0.004942162,0.003128776,0.006199735
0.003532957,0.342685823,0.001245268,0.564723403,0.002617969,0.019741657,0.000210667,0.02546739,0.016208531,0.008090371,0.005317007,0.010158958
0.004960072,0.283756314,0.001673781,0.573670091,0.003795285,0.031975934,0.00027745,0.040964338,0.024835053,0.011631404,0.007560329,0.01489995
0.003756079,0.372305854,0.001320227,0.521798458,0.003150749,0.021098468,0.000222356,0.030391993,0.018840993,0.009355239,0.005843146,0.011916438
0.001926075,0.582173347,0.000713937,0.36600208,0.001660608,0.009770315,0.000122018,0.014200648,0.009283951,0.004932291,0.003013161,0.006201568
0.009281186,0.458800084,0.003722657,0.344264364,0.007410734,0.036659367,0.000681689,0.047486446,0.033912395,0.020083227,0.013609849,0.024088003
0.007153411,0.486768799,0.002832897,0.354060701,0.005714377,0.029853866,0.000509566,0.039330837,0.02765937,0.016054193,0.010652392,0.01940959
0.002853402,0.496113476,0.001134996,0.415721072,0.002454591,0.015393301,0.000187966,0.0255317,0.016422257,0.008456306,0.005019757,0.010711177
0.003354438,0.42777872,0.001316022,0.471732397,0.002727381,0.018344255,0.000220111,0.029174181,0.018482401,0.009339242,0.005788226,0.011742627
0.004269388,0.384724769,0.001682669,0.467088923,0.003780411,0.025401359,0.000271844,0.04596725,0.028033647,0.013500958,0.007840456,0.017438326
0.003565241,0.36114605,0.001347196,0.527098926,0.00286975,0.020749436,0.000222792,0.033830082,0.020513557,0.009907692,0.006143268,0.012606011
0.004791719,0.345481428,0.001763833,0.493023565,0.00406139,0.029468707,0.000287046,0.050773519,0.029888285,0.014007725,0.008320456,0.018132327
0.007585142,0.284306191,0.002808505,0.41221548,0.006316171,0.053365697,0.000437339,0.106327158,0.057206656,0.023716656,0.014226819,0.031488187
0.003415179,0.449457101,0.001336159,0.454361514,0.002773551,0.017769663,0.000226804,0.027540819,0.017424357,0.008873035,0.005745343,0.011076474
0.005684543,0.273442176,0.001914475,0.550113985,0.004103497,0.037834495,0.000315181,0.054618989,0.03101042,0.013944372,0.009137,0.017880866
0.01471486,0.216021416,0.004231711,0.331816722,0.009633152,0.116227534,0.000685646,0.136918944,0.074730334,0.032056653,0.021505351,0.041457677
0.00792774,0.293921577,0.002707761,0.456435321,0.006355221,0.050987793,0.000446801,0.075787683,0.044529971,0.020931547,0.012974907,0.026993677
0.009735974,0.285649622,0.003687633,0.381690779,0.008293782,0.061861506,0.000601267,0.105418508,0.061551704,0.027815495,0.017907856,0.035785873
0.004677731,0.374096577,0.001778093,0.478151151,0.003764681,0.027565873,0.000291346,0.043987575,0.027422173,0.013272047,0.008078649,0.016914103
0.009466272,0.260790713,0.003158983,0.429195536,0.006512511,0.071633482,0.000504644,0.095537079,0.054704836,0.023118615,0.015447327,0.029930002
0.005839742,0.348002914,0.002282032,0.452784456,0.004619278,0.036200689,0.000366583,0.061727102,0.037694894,0.017405431,0.0107352,0.022341678
0.029309049,0.065403949,0.017666625,0.067093034,0.08127271,0.080745007,0.002237062,0.116936835,0.137786344,0.15216433,0.081120904,0.168264149
0.049217329,0.055677915,0.036795484,0.056693045,0.265813978,0.070955603,0.005457132,0.078367497,0.087543272,0.105757381,0.083417155,0.104304208
0.008655647,0.320485918,0.003309314,0.368194443,0.008564041,0.052030737,0.000530695,0.095711273,0.059545848,0.028937958,0.015908716,0.038125409
0.005847137,0.46494359,0.002364074,0.353655363,0.005777608,0.0297679,0.000392013,0.051330652,0.034157445,0.018163604,0.010431951,0.023168662
0.006442536,0.443150497,0.002517818,0.363822564,0.006169437,0.032573948,0.000422676,0.053861634,0.035866679,0.019459445,0.011048616,0.024664151
0.006273035,0.490371229,0.002537904,0.331268772,0.00624173,0.029370356,0.000431529,0.047298903,0.032874687,0.018962077,0.010627669,0.02374211
0.00391125,0.638909912,0.001649362,0.26115645,0.003618127,0.016878219,0.000289368,0.025520305,0.018035708,0.010597812,0.006455626,0.012977861
0.008562082,0.450290195,0.003441283,0.326693698,0.008625953,0.037422015,0.000597721,0.056945559,0.040298199,0.023758029,0.013926952,0.029438314
0.006204938,0.537117551,0.002786424,0.283575495,0.006623221,0.027336389,0.000469266,0.046456914,0.033544754,0.019871111,0.011254845,0.024759094
0.008402938,0.396842161,0.003776604,0.30818193,0.00929413,0.042302367,0.000599437,0.084207914,0.058286734,0.031008295,0.016949874,0.040147616
0.005394941,0.485379859,0.002291601,0.33896264,0.005406191,0.027799077,0.000371759,0.050884961,0.033728808,0.017375289,0.010102205,0.02230267
0.006519212,0.471398748,0.002804384,0.320384596,0.006773258,0.032091373,0.000458906,0.057556014,0.039931297,0.021937422,0.012179093,0.027965697
0.008281022,0.393586477,0.00339823,0.334060175,0.008617811,0.043161456,0.000547634,0.077236593,0.052454769,0.027654135,0.015202843,0.035798854
0.010966513,0.280181311,0.004797356,0.274418736,0.012409852,0.062104442,0.000738348,0.134366605,0.091361446,0.045003336,0.02351494,0.060137114
0.011104973,0.311483708,0.005270313,0.263321223,0.01332031,0.054947994,0.000815472,0.11715063,0.08656313,0.048372717,0.024327903,0.063321626
0.004762768,0.569118976,0.002056811,0.295260774,0.004644694,0.021971581,0.000345188,0.03692542,0.025274484,0.013851638,0.00845905,0.017328615
0.005500219,0.521297335,0.002355056,0.311570176,0.005610043,0.026339791,0.000390464,0.045773263,0.031566277,0.017491994,0.009994496,0.022110886
0.005759929,0.583239651,0.002456365,0.277924921,0.005606895,0.023189527,0.000438782,0.033681264,0.02460519,0.015329152,0.009175362,0.018592963
0.003096537,0.630692708,0.001298365,0.276490162,0.003072138,0.015042124,0.000218303,0.025245551,0.017339411,0.009751546,0.005471073,0.012282082
0.003410037,0.670749622,0.001411379,0.242814822,0.00321598,0.014763587,0.000246548,0.021932536,0.015538895,0.009151828,0.00551,0.011254767
0.003843493,0.64739705,0.00164344,0.250065676,0.003718461,0.016862851,0.000283349,0.026284549,0.018735819,0.011043128,0.006496981,0.013625203
0.00255338,0.693886858,0.001080613,0.233028201,0.002471061,0.011999483,0.000182551,0.019503655,0.01354283,0.007696549,0.004433581,0.009621238
0.004142314,0.54296173,0.0017311,0.328819097,0.004174899,0.020797795,0.000285811,0.035616823,0.024134569,0.013146914,0.007454257,0.016734692
0.014368941,0.313041776,0.006055768,0.274011697,0.018172446,0.063479268,0.000999097,0.100790007,0.076421549,0.047508519,0.025109902,0.06004103
0.007989336,0.488627039,0.003490625,0.295845208,0.008474304,0.033383893,0.00060402,0.05236514,0.039194589,0.025369049,0.013590697,0.031066099
0.014089071,0.357174723,0.006230469,0.275458916,0.017884973,0.054726286,0.001078847,0.083218589,0.065431822,0.045486515,0.023652909,0.05556688
0.012000508,0.391577491,0.005304686,0.286136543,0.014449701,0.048322466,0.000911447,0.07533761,0.058160316,0.039192342,0.020469202,0.048137688
0.007213305,0.463373545,0.002978165,0.328622345,0.007663683,0.03364149,0.000500463,0.053184825,0.038338345,0.023127756,0.012260984,0.029095094
0.019402354,0.27925694,0.009055522,0.238945025,0.026558059,0.069063829,0.001571742,0.10035835,0.083542897,0.063610073,0.032531925,0.076103284
0.013647408,0.332611713,0.005765476,0.280821313,0.016195931,0.059537559,0.000957185,0.097351973,0.071979744,0.043025431,0.023941279,0.054164989
0.021076767,0.172643307,0.009540833,0.167509636,0.034604713,0.086008087,0.001481965,0.143062968,0.124383465,0.087031878,0.041998863,0.110657516
0.012627938,0.344441859,0.005390509,0.292652665,0.014089775,0.057249646,0.000887482,0.094884171,0.068231363,0.038309563,0.022776297,0.048458732
0.009971516,0.438751241,0.004510161,0.285824982,0.011470292,0.041026309,0.000767977,0.067484505,0.050779643,0.032069687,0.017736068,0.039607617
0.011470701,0.28312675,0.00559911,0.248211773,0.014787591,0.057683371,0.000852281,0.126966262,0.096547434,0.055287442,0.02607992,0.073387367
0.014046988,0.184033583,0.005643914,0.23188583,0.01142652,0.102806084,0.000838196,0.215244677,0.11150419,0.040060578,0.029878927,0.052630513
0.007713454,0.384712029,0.003492414,0.345358697,0.007079112,0.041754578,0.000550429,0.081524429,0.053304645,0.025749663,0.015777195,0.032983354
0.011884915,0.158397827,0.006149942,0.162783581,0.013698777,0.068924852,0.000858134,0.211014802,0.158814842,0.072397071,0.034045366,0.101029892
0.013749895,0.194761426,0.006770511,0.191290657,0.016430441,0.071065913,0.000992886,0.152246437,0.128670032,0.08183834,0.032706081,0.109477382
0.046297938,0.079666685,0.006737453,0.101362041,0.013446511,0.43988277,0.001089058,0.113628329,0.079552759,0.038252083,0.033281421,0.046802952
0.211299848,0.067852464,0.013086503,0.078751514,0.023075315,0.25970068,0.002170697,0.097445523,0.083606064,0.051517616,0.052558378,0.058935399
0.018432616,0.171725946,0.004615043,0.272761176,0.009741202,0.202417227,0.000741526,0.144384527,0.078520917,0.032021381,0.02348968,0.04114876
0.009020282,0.250203236,0.002740309,0.507571502,0.005632387,0.063686038,0.000459647,0.068592089,0.039399514,0.01767759,0.012666089,0.022351318
0.006571725,0.252347942,0.002021521,0.567139325,0.004324761,0.045636036,0.00033474,0.05121339,0.030050402,0.013675554,0.009241345,0.017443257
0.016433052,0.240879286,0.004523326,0.365545896,0.009423672,0.116363923,0.000748896,0.098313373,0.061821286,0.029077963,0.020200201,0.036669127
0.03307591,0.118744831,0.007333287,0.152095964,0.014515254,0.300604386,0.001143823,0.139171769,0.097235306,0.044931436,0.034901633,0.056246402
0.107867735,0.072236596,0.011794328,0.085123507,0.022288733,0.32781146,0.001872845,0.110268126,0.093122292,0.053349706,0.051696299,0.062568374
0.033646831,0.080543422,0.005865277,0.104779183,0.012002294,0.457445877,0.000922759,0.11721147,0.078850864,0.035124539,0.029686026,0.043921458
0.017147424,0.190012629,0.00470074,0.291725532,0.010144863,0.169632406,0.000749137,0.13704002,0.079524215,0.033157084,0.023234592,0.042931359
0.181922588,0.05763411,0.013413022,0.067066006,0.025190161,0.272262121,0.002086109,0.108663286,0.092400829,0.053184129,0.065001655,0.061175984
0.021542237,0.108169469,0.005130792,0.151377241,0.010831624,0.31461996,0.000795711,0.184326745,0.094662576,0.034662607,0.029033274,0.044847765
0.022295703,0.069610887,0.004856254,0.091853182,0.009941344,0.438499926,0.00073498,0.160503249,0.092655932,0.034870509,0.029426639,0.044751395
0.014847086,0.159677195,0.004311455,0.251261323,0.009079171,0.172682733,0.000670086,0.194629194,0.091941237,0.033317617,0.023799672,0.043783232
0.007861515,0.333187545,0.002608453,0.476221434,0.005890536,0.042887199,0.000451316,0.051779766,0.032243289,0.015868749,0.011157967,0.019842231
0.002605468,0.357405244,0.000905002,0.579179906,0.00192567,0.013565143,0.000157442,0.017129203,0.010892339,0.005557256,0.003766848,0.006910479
0.005664943,0.264040147,0.001785538,0.587192361,0.00388912,0.035867489,0.000301716,0.042265346,0.024871137,0.011518028,0.008010794,0.014593382
0.008541437,0.268172195,0.002702325,0.502166697,0.005521958,0.058145226,0.000447182,0.065065901,0.038265812,0.017075778,0.012234724,0.021660764
0.02410661,0.178695778,0.00562538,0.249300957,0.013392561,0.193207012,0.000918323,0.136334898,0.0837371,0.038552334,0.026997878,0.049131169
0.046940046,0.058991741,0.007249677,0.07286516,0.013468516,0.484060776,0.001120299,0.111731262,0.082014952,0.037495798,0.038470615,0.045591157
0.049735972,0.082345032,0.010143533,0.099551616,0.019044589,0.325566799,0.001597131,0.139782476,0.106703253,0.051844257,0.051126522,0.06255882
0.043407004,0.068321681,0.007360616,0.085099639,0.012965977,0.453329362,0.001128819,0.11935244,0.085680653,0.038467819,0.037889231,0.04699676
0.046582602,0.082626903,0.008641982,0.103239681,0.015523143,0.346622266,0.001368571,0.153168341,0.099638287,0.043046849,0.047164514,0.052376862
0.697708448,0.024118313,0.010510864,0.026717844,0.015908763,0.06382372,0.001848186,0.036894454,0.034905621,0.026065621,0.033501201,0.027996962
0.666169196,0.028112051,0.01531725,0.0305594,0.021370948,0.060109189,0.003035093,0.038674883,0.037356768,0.030284101,0.037119688,0.031891432
0.63676907,0.030482454,0.010484326,0.033963853,0.017412866,0.085082562,0.001797738,0.04443828,0.041646346,0.030413863,0.03434278,0.033165863
0.577429204,0.035398047,0.02076825,0.038237802,0.029382605,0.072864682,0.004171427,0.047843776,0.04694421,0.039300358,0.046526254,0.041133386
0.520471251,0.040452117,0.026172069,0.04361586,0.032164483,0.079996094,0.005666863,0.053990316,0.052767498,0.044190877,0.054500304,0.046012267
0.916098856,0.006675271,0.003232592,0.007349521,0.004717434,0.017184543,0.000568868,0.0099074,0.009599657,0.007473968,0.009231381,0.00796051
0.086335606,0.05887537,0.009084055,0.071173928,0.016271787,0.434469645,0.001420435,0.10406912,0.082064178,0.041889978,0.044620892,0.049725007
0.150062694,0.059975349,0.011367271,0.070629019,0.020047461,0.333685814,0.001738842,0.104421771,0.08809757,0.049309951,0.05311524,0.057549017
0.601839697,0.029199175,0.011714949,0.032821764,0.017275275,0.099831903,0.001876691,0.048726391,0.046362767,0.032556514,0.042321524,0.035473347
0.659556175,0.024811722,0.009747513,0.027909806,0.015259154,0.084870865,0.001566719,0.042107723,0.039699474,0.027705882,0.036513755,0.030251212
0.478754731,0.042865394,0.02570684,0.046472686,0.033732793,0.088473474,0.005162551,0.060502705,0.05859258,0.047923021,0.061712235,0.050100989
0.552070681,0.033927138,0.016572476,0.037674871,0.022396016,0.093928491,0.002858565,0.054869414,0.05220312,0.038340546,0.054128637,0.041030045
0.101531857,0.080625298,0.010338987,0.096818245,0.019322251,0.335898704,0.001696171,0.112123487,0.088520169,0.049221467,0.045917855,0.057985508
0.065946028,0.06508982,0.008057907,0.079419498,0.015164491,0.433664054,0.001238823,0.109679962,0.085504244,0.043578441,0.040105314,0.052551417
0.591955937,0.032035882,0.018071316,0.035045515,0.023518934,0.078008186,0.003186373,0.047209541,0.046713043,0.037769349,0.046760168,0.039725756
0.840880361,0.012354896,0.006003032,0.01359583,0.00895558,0.031865947,0.001034876,0.018828261,0.018392662,0.014680131,0.017869541,0.015538884
0.086044836,0.065987315,0.008903979,0.079822591,0.017036661,0.401244746,0.001397976,0.110206947,0.086308328,0.045313367,0.043704646,0.054028609
0.278981058,0.051497952,0.013086565,0.059227553,0.023355298,0.235754675,0.002022859,0.088377232,0.080804291,0.05175761,0.056558717,0.058576192
0.269699042,0.064416639,0.035486677,0.069123141,0.045964315,0.122835992,0.006484335,0.083536036,0.083030688,0.069513862,0.076784777,0.073124498
0.311888471,0.05710154,0.020322411,0.062973401,0.035563636,0.149557054,0.00329702,0.083424074,0.081319571,0.062130162,0.064840244,0.067582414
0.037858608,0.129443645,0.017043584,0.128628346,0.086822614,0.097308706,0.002923857,0.118471368,0.111503323,0.099542909,0.057070502,0.113382539
0.037315068,0.11009086,0.015840774,0.111768663,0.086419622,0.101167267,0.002534066,0.119492126,0.118127724,0.111689175,0.057721257,0.127833397
0.048335099,0.132677386,0.020867195,0.131054546,0.090000154,0.102060267,0.003941379,0.115187396,0.106033733,0.088347761,0.062730488,0.098764596
0.025413255,0.164001488,0.011117147,0.16182411,0.040032904,0.094249529,0.001769418,0.145419151,0.12324441,0.08303388,0.047220408,0.102674298
0.066834742,0.08421223,0.047386,0.083824907,0.184006989,0.082843496,0.012437225,0.087574237,0.088563139,0.091206812,0.078286221,0.092824003
0.041962786,0.113613182,0.019172464,0.113090336,0.093243796,0.096741916,0.003262528,0.11777072,0.114438138,0.105590434,0.063771199,0.1173425
0.054067898,0.076491513,0.036797714,0.076414724,0.237750961,0.076727476,0.007838752,0.084010451,0.086684965,0.094862908,0.072255114,0.096097525
0.022855634,0.056110939,0.017194747,0.056707565,0.046238017,0.060921503,0.002142445,0.092749732,0.118163498,0.242084076,0.069340928,0.215490917
0.019034264,0.154081094,0.008976805,0.151288009,0.026059037,0.079352057,0.001383791,0.136336391,0.127921683,0.114481083,0.039901238,0.141184548
0.017340144,0.075251954,0.010957575,0.075097567,0.026153749,0.060923803,0.001484846,0.10616479,0.128203969,0.217462848,0.050123259,0.230835496
0.011549793,0.048084932,0.006862321,0.04966935,0.017054223,0.048721524,0.000878848,0.099798292,0.136572924,0.241577201,0.040671924,0.29855867
0.015298611,0.094814292,0.007947887,0.099349969,0.020584419,0.076593755,0.001069842,0.160803612,0.169873046,0.130665425,0.042388747,0.180610395
0.026437487,0.055958292,0.016540728,0.057919602,0.029780873,0.070995322,0.002139467,0.098602605,0.124430955,0.236185928,0.076958494,0.204050246
0.031763449,0.071221855,0.022533414,0.072136399,0.04137296,0.075981159,0.003092279,0.103647187,0.122314356,0.197902437,0.079048941,0.178985566
0.01089862,0.041223928,0.007473351,0.042926572,0.013462166,0.046917192,0.000867167,0.107181663,0.165637988,0.229831905,0.051788964,0.281790483
0.011334195,0.043733965,0.007969087,0.044903869,0.015455251,0.047425933,0.000909465,0.107405008,0.16720224,0.220261705,0.052074193,0.281325089
0.025115183,0.041260775,0.031610195,0.042018101,0.051909828,0.053766591,0.003010468,0.074741133,0.102659055,0.26771009,0.111032716,0.195165864
0.030878968,0.051223124,0.043043666,0.052055457,0.062489133,0.063623219,0.004245339,0.087108184,0.111976939,0.192208312,0.135523888,0.165623772
0.041686033,0.060168399,0.090954406,0.06039261,0.083005819,0.067684563,0.009971659,0.084680822,0.100063377,0.144621688,0.127038267,0.129732357
0.075692502,0.074221181,0.091727626,0.074263895,0.08278436,0.07614947,0.124561719,0.077303548,0.078685665,0.081869808,0.081924256,0.080815969
0.018583756,0.033880796,0.011861878,0.03541576,0.032991408,0.052007751,0.001343995,0.074239611,0.107341819,0.31456526,0.065158187,0.252609779
0.016339407,0.048946303,0.011877492,0.049260968,0.028260663,0.049818554,0.001467112,0.084150255,0.112431435,0.290487315,0.054683889,0.252276607
0.012324617,0.04108109,0.006621853,0.043670861,0.016268192,0.05629829,0.000800052,0.101122781,0.149981266,0.22204429,0.040955891,0.308830817
0.012536217,0.03819523,0.008662961,0.039399974,0.01716798,0.044382772,0.001023607,0.079884891,0.115799078,0.309969541,0.049491617,0.283486132
0.027606396,0.041529417,0.060062785,0.042369029,0.066820584,0.054524292,0.004231796,0.07580702,0.101623219,0.204314909,0.157438416,0.163672137
0.03598707,0.05289049,0.060155533,0.05337301,0.070191668,0.062751072,0.006247789,0.080698237,0.100953465,0.201483162,0.115435459,0.159833045
0.014372883,0.042073114,0.012723682,0.042432984,0.025794545,0.043716164,0.001437166,0.07581488,0.106521338,0.318033524,0.059604271,0.257475449
0.014509605,0.048009219,0.011780398,0.04971336,0.023772178,0.057595753,0.00122625,0.125346415,0.189957524,0.173909016,0.081851009,0.222329272
0.009993626,0.048530768,0.00668362,0.050192842,0.014724874,0.048500036,0.000785331,0.143900083,0.220011422,0.159443711,0.047830763,0.249402923
0.013422811,0.030903512,0.009598405,0.032312588,0.016688491,0.044067974,0.001052165,0.07611333,0.116870359,0.331304485,0.06558258,0.2620833
0.010173115,0.031145734,0.005944766,0.033341503,0.011290009,0.046256501,0.000696613,0.102204863,0.170237776,0.240658656,0.049203115,0.298847348
0.035913181,0.049201786,0.051342199,0.050267696,0.056200788,0.064584493,0.004963715,0.08225613,0.105338553,0.201434102,0.135921744,0.162575614
0.012136443,0.096009012,0.006666871,0.099809497,0.013086588,0.067289437,0.000875926,0.204363719,0.204244587,0.106083963,0.039810733,0.149623223
0.013036876,0.064894824,0.00817247,0.067488355,0.015228577,0.062533008,0.000998219,0.163670114,0.210660856,0.142937305,0.055000875,0.195378522
0.034956826,0.053796325,0.080728951,0.054408384,0.06289855,0.064458342,0.00645198,0.08578819,0.106568459,0.159602733,0.148973028,0.14136823
0.03839543,0.046837235,0.145748964,0.04782368,0.066759906,0.061432103,0.008704599,0.076896003,0.093852888,0.130577277,0.166579635,0.116392279
0.011183377,0.041382125,0.007613183,0.044282851,0.014064414,0.056408459,0.000827111,0.205704577,0.301022357,0.10142749,0.072825024,0.143259032
0.008398605,0.044070355,0.004750138,0.047152238,0.010426978,0.049405446,0.000575399,0.215393562,0.309373274,0.102716204,0.037100132,0.17063767
0.008794499,0.036887303,0.005880435,0.038031529,0.0132551,0.039422856,0.000682758,0.113043855,0.18565323,0.202339061,0.042876774,0.313132601
0.009955421,0.072400515,0.004722743,0.080968176,0.009721191,0.07062694,0.000615878,0.2925879,0.241357266,0.07291095,0.032771414,0.111361608
0.012159081,0.024757743,0.006557077,0.026962617,0.012758061,0.053198671,0.000715684,0.100595511,0.188032217,0.22935371,0.073790576,0.271119051
0.005996756,0.018931494,0.002931256,0.02127646,0.00574732,0.043373224,0.000335565,0.163719431,0.51352499,0.069801568,0.032714785,0.121647151
